title,genre,release_date,cast,directors,genres,movie_tone,plot
Firki,"Comedy, Family",2023-10-23,"['Anupriya Caroli', 'Perry Chhabra', 'Brijendra Kala']",['Deepak Chawla'],"['Comedy', 'Family']","['neutral', 'lighthearted', 'funny']","The film is about a slightly tech-phobic middle-aged man, who is hesitant about trusting to use a navigation app on his phone. The film takes a light-hearted dig at the generation gap and see how the father and his children navigate a road trip in their own unique ways."
Flowering Man,"Fantasy, Drama",2023-10-27,"['Rajeev Gaursingh', 'Tanishka Meesala']",['Soumyajit Ghosh Dastidar'],"['Fantasy', 'Drama']","['adventurous', 'serious', 'neutral']",Shashi undergoes metamorphosis when a flowering plant starts growing from inside his mouth. His distanced teenage daughter undertakes a journey towards embracing the new image of her father.
Pagalpan Next level,Drama,2023-10-27,"['Guru Mann', 'Aryeman Ramsay']",['Aryeman Ramsay'],['Drama'],"['neutral', 'serious', 'emotional']","Revolves around Guru Mann who revolutionized the fitness landscape with ""Mission India Fit."""
Sajini Shinde Ka Viral Video,"Drama, Mystery, Thriller",2023-10-27,"['Anu Singh Choudhary', 'Parinda Joshi', 'Mikhil Musale']","['Mikhil Musale', 'Javed Karim']","['Drama', 'Mystery', 'Thriller']","['serious', 'tense', 'suspenseful']","While facing backlash after a video of her at a nightclub goes viral, a teacher disappears suddenly — and a tenacious cop begins a thorny investigation."
1080 – The Legacy of Mahaveer,"History, Drama",2023-10-27,['Prashant Beybaar'],"['Pradeep P Jadhav', 'Pradeep P Jadhav']","['History', 'Drama']","['neutral', 'serious', 'emotional']","After the incarnation of Lord Adinath and Lord Mahaveer primarily, a chaityavas follower, Vardhaman comes to know that he has been following the wrong Dharma.This leads him to become a whistle-blower and his search starts for true Dharma."
12th Fail,Drama,2023-10-27,"['Vidhu Vinod Chopra', 'Jaskunwar Kohli', 'Anurag Pathak']",['Vidhu Vinod Chopra'],['Drama'],"['adventurous', 'serious', 'neutral']","Based on the true story of IPS officer Manoj Kumar Sharma, 12th Fail sheds limelight on fearlessly embracing the idea of restarting the academic journey despite the setbacks and challenges and reclaiming one's destiny at a place where millions of students attempt the world's toughest competitive exam: UPSC."
Tejas,Drama,2023-10-27,['Sarvesh Mewara'],['Sarvesh Mewara'],['Drama'],"['neutral', 'serious', 'emotional']","Indian Air Force officer Tejas sets out on a dangerous mission to rescue an Indian spy from Pakistan. While she faces the terrorists that come her way, she must also fight the ghosts of her past."
Zoya,"Documentary, Short",2023-10-28,['Harsh Shamal Matondkar'],['Harsh Matondkar'],"['Documentary', 'Short']",['neutral'],"A short film that chronicles the story of Zoya Thomas Lobo, India's first transgender photojournalist. Despite the global attention her work garnered in documenting the plight of migrant workers during the Covid-19 lockdown and the recent Savitri Bai Phule award on Women's Day this year, the 28-year-old in Mumbai continues to grapple with financial challenges and struggles as a transgender individual in society."
The Blessed and the Damned,"Drama, Short",2023-10-29,['Aniket Kumar'],['Aniket Kumar'],"['Drama', 'Short']","['serious', 'suspenseful', 'neutral']","Humiliated for a crime he didn't commit, Bhushan Paswan, a railway trolleyman chooses to retaliate."
Everybody Loves Sohrab Handa,"Thriller, Mystery, Drama",2023-10-30,['Rajat Kapoor'],['Rajat Kapoor'],"['Thriller', 'Mystery', 'Drama']","['tense', 'serious', 'suspenseful']","At an anniversary party, Sohrab Handa is found dead, with his throat slit in the hall. As the investigation unravels, friendships are tested, and secrets are revealed."
Baasan,Documentary,2023-11-01,['Jitank Singh Gurjar'],['Jitank Singh Gurjar'],['Documentary'],['neutral'],"The film is inspired by a rural folklore from central India, centred around a concept known as “Maya” or ""the buried treasure."" According to folklore, this treasure possesses its own consciousness and has the ability to select its rightful bearer. When the treasure is acquired by the person it is destined for, no trouble arises. However, if someone other than the chosen or destined individual claims the buried treasure, it brings forth bad omens. The film explores the lives of two cousins and the choices they make, highlighting the conflict between greed and need, as well as the themes of prophecy and destiny."
Dil Hai Gray,Drama,2023-11-01,"['Susi Ganesan', 'Tariq Mohammad', 'Navin Prakash']",['Susi Ganesan'],['Drama'],"['neutral', 'serious', 'emotional']",A police inspector investigates a guy who traps innocent women on social media.
Sharmajee Ki Beti,"Comedy, Drama",2023-11-01,['Tahira Kashyap Khurrana'],['Tahira Kashyap Khurrana'],"['Comedy', 'Drama']","['adventurous', 'serious', 'neutral']","Sharmajee Ki Beti intricately weaves the lives of Jyoti, Kiran, and Tanvi, all with the common surname of Sharma as they navigate urban loneliness, societal pressures, and gender expectations. Amidst their struggles, teenagers, Swati and Gurveen journey through puberty and maternal neglect, adding depth to this humorous and heart-warming tale of resilience, aspirations, and coming-of-age."
"Next, Please","Drama, Romance, Science Fiction",2023-11-02,['Chaitanya Tamhane'],['Rishav Kapoor'],"['Drama', 'Romance', 'Science Fiction']","['thought-provoking', 'serious', 'neutral']",A woman goes on a virtual reality date and is transported to a prohibition era bar in her quest for love.
Narakasura,"Action, Comedy, Family, Thriller",2023-11-03,['Sebastian Noah Acosta Jr.'],['Sebastian Noah Acosta Jr.'],"['Action', 'Comedy', 'Family', 'Thriller']","['adventurous', 'uplifting', 'tense']","In a realm of coffee and pepper, Shiva's vanishing act sparks a journey of secrets, love, and power. Amid the chaos, a hidden romance, and a transgender community's struggle, lead to a gripping climax of sacrifices and a cataclysmic clash."
Lakeerein,Drama,2023-11-03,['Dilip Shukla'],['Durgesh Pathak'],['Drama'],"['neutral', 'serious', 'emotional']","Lakeerein tells the powerful story of Kavya, who seeks justice against her husband for marital rape, a deeply troubling issue often overlooked due to societal misconceptions about consent in marriage."
Yaatris,"Comedy, Drama, Family",2023-11-03,['Aryan Saha'],"['Harish Vyas', 'Raju Das']","['Comedy', 'Drama', 'Family']","['adventurous', 'serious', 'neutral']","Sharmas from Banaras are your next door, dysfunctional middle-class family who take on a journey of a lifetime as they navigate love, laughter and life lessons in a heartwarming tale of togetherness."
The Ladykiller,"Thriller, Crime",2023-11-03,"['Ajay Bahl', 'Pawan Sony', 'Mayank Tewari']",['Ajay Bahl'],"['Thriller', 'Crime']","['adventurous', 'tense', 'suspenseful']","When a small-town playboy falls in love for a dangerous girl, they embark on a journey of a dangerous romance."
Shastry Viruddh Shastry,"Drama, Family",2023-11-03,"['Anu Singh Choudhary', 'Shiboprosad Mukherjee', 'Nandita Roy']","['Shiboprosad Mukherjee', 'Nandita Roy']","['Drama', 'Family']","['serious', 'neutral', 'intense']",A little boy is in a dilemma when his parents wish to take him away from his orthodox grandparents. This gives rise to a legal battle between the two for his custody.
Aankh Micholi,"Comedy, Family",2023-11-03,['Jitendra Parmar'],['Umesh Shukla'],"['Comedy', 'Family']","['neutral', 'lighthearted', 'funny']",A family of misfits is trying to hide some secrets from the NRI suitor and his family as they want their daughter to get married to a well-to-do NRI guy resulting in a series of comical twists and turns.
Pippa,"War, Drama",2023-11-10,"['Balram Singh Mehta', 'Raja Menon', 'Tanmay Mohan']",['Raja Menon'],"['War', 'Drama']","['serious', 'dark', 'neutral']","The story of Captain Balram Singh Mehta of India’s 45 Cavalry regiment who, along with his siblings, fought on the eastern front during the Indo-Pakistani war of 1971. Named after the Russian amphibious war tank “PT-76”, which floats on water like an empty ‘pippa’ (tin) of ghee, the film traces Mehta's coming-of-age as he steps up to prove himself in a war to liberate Bangladesh."
Tiger 3,"Action, Adventure, Thriller",2023-11-12,"['Shridhar Raghavan', 'Anckur Chaudhry', 'Aditya Chopra']",['Maneesh Sharma'],"['Action', 'Adventure', 'Thriller']","['tense', 'dark', 'neutral']","Following the events of Tiger Zinda Hai, War, and Pathaan, Avinash Singh Rathore returns as Tiger but this time the battle is within. He has to choose between his country or family as an old enemy is after his life, who claims that his family was killed by Tiger. He holds Tiger captive in Pakistan as the Indian agent's loyalty towards his country faces its biggest test."
Apurva,"Crime, Thriller",2023-11-15,['Nikhil Nagesh Bhat'],['Nikhil Nagesh Bhat'],"['Crime', 'Thriller']","['suspenseful', 'neutral', 'tense']","In the merciless Chambal ravines, a regular girl must outwit hardcore dacoits to survive one night before any help comes her way."
Khichdi 2: Mission Paanthukistan,"Comedy, Family",2023-11-17,['Aatish Kapadia'],['Aatish Kapadia'],"['Comedy', 'Family']","['neutral', 'lighthearted', 'funny']","The Parekh family goes on an adventure to save the world with Praful serving as an emperor of a fictional country Paanthukistan. The absurdity, the gags and the silliness return as the Parekh family's adventure transcends various landscapes – cities, beaches, snow-clad mountains, deserts, and caves."
Mrs.,Drama,2023-11-17,"['Harman Baweja', 'Anu Singh Choudhary']",['Arati Kadav'],['Drama'],"['neutral', 'serious', 'emotional']","Dance teacher Richa has an instant connection to wealthy doctor Diwakar, but soon finds herself in an overcooked and tasteless happily ever after laced with misogyny, arrogance, and stubbornness."
Hello Daddu,"Comedy, Drama",2023-11-20,['Shubhamm Vishwakarma'],['Shahroz'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']","This is the story of Janardan who lives in Mumbai with his friend Rahul. Janardan is a simple boy who does pupa and his friend Rahul is exactly opposite to him. Rahul also has a girlfriend. Their romance plan fails because of Janardan. Because he is not ready to leave both of them alone in the room, hence Rahul and his girlfriend make a plan to make Janardan's friendship with Heena and convince Janardan to be in a live-in relationship with Heena. Next day after Heena comes with Janardan, Janardan's Daddu comes to his place to check his eyes. Now even Heena cannot be called, so that Daddu does not know that both of them live together, his struggle and excuses are shown."
Samosa & Sons,Drama,2023-11-22,"['Deepak Tiruwa', 'Kinshuk Pande']",['Shalini Shah'],['Drama'],"['neutral', 'serious', 'emotional']","A submissive small-town man married to an ultra-modern cosmopolitan is brainwashed into producing a son by his dead father's ghost. In time, he is hit by a startling realisation."
Anari is backk,"Drama, Family",2023-11-24,"['Sanjay Masoomm', 'Nihalani Pahlajj']","['Munesh Rawat', 'Chinni Prakash']","['Drama', 'Family']","['serious', 'neutral', 'uplifting']",Rajveer who comes to Lucknow from Afghanistan for his better living searching a job for himself there he gets to meet a filthy rich girl Jaspreet(Mishikka Chaurasia). Jaspreet falls in love with Rajveer for his sincerity and purity.
Farrey,Thriller,2023-11-24,"['Abhishek Yadav', 'Jitendra Nath Jeetu', 'Soumendra Padhi']",['Soumendra Padhi'],['Thriller'],"['suspenseful', 'neutral', 'tense']","An orphan genius, Niyati, gets a scholarship to attend an elite school. But she soon gets entangled in a cheating racket after she helps a rich but academically weak classmate during the exams."
Starfish,"Drama, Thriller, Romance",2023-11-24,"['Aditya Bhatnagar', 'Akhilesh Jaiswal', 'Bina Nayak']",['Akhilesh Jaiswal'],"['Drama', 'Thriller', 'Romance']","['serious', 'tense', 'suspenseful']","A skilled commercial diver in Malta, Tara Salgaonkar is a mystery to everyone around her. A strong girl who defies social conventions, she is trying to come to terms with her dark past."
Kadak Singh,"Drama, Thriller",2023-11-24,"['Aniruddha Roy Chowdhury', 'Viraf Sarkari', 'Ritesh Shah']",['Aniruddha Roy Chowdhury'],"['Drama', 'Thriller']","['serious', 'tense', 'suspenseful']","AK Shrivastav, a quirky patient suffering from retrograde amnesia, uncovers the reason behind his condition while trying to recollect his life accurately"
Do Ajnabee,Mystery,2023-11-24,['Sanjeev Kumar Rajput'],['Sanjeev Kumar Rajput'],['Mystery'],['neutral'],"Do Ajnabee is an upcoming Indian Bollywood film written and directed by Sanjeev Kumar Rajput While the producer of the film is Anu Mitra. Arya Babbar, Aman Verma, Anu Mitra will be seen in the lead role of the film."
Giddh (The Scavenger),Drama,2023-12-01,"['Manish Saini', 'Ashok Sankhla']",['Manish Saini'],['Drama'],"['neutral', 'serious', 'emotional']","An old man is compelled to choose an unlikely means of earning a morsel, his hunger is fulfilled but soon his guilt catches up to create a dilemma."
Sam Bahadur,"Drama, History, War",2023-12-01,"['Meghna Gulzar', 'Bhavani Iyer', 'Shantanu Srivastava']",['Meghna Gulzar'],"['Drama', 'History', 'War']","['serious', 'dark', 'neutral']","Based on the life of Sam Manekshaw, who was the Chief of the Army Staff of the Indian Army during the Indo-Pakistani War of 1971, and the first Indian Army officer to be promoted to the rank of Field Marshal."
Animal,"Action, Crime, Drama",2023-12-01,"['Suresh Bandaru', 'Saurabh Gupta', 'Pranay Reddy Vanga']",['Sandeep Reddy Vanga'],"['Action', 'Crime', 'Drama']","['tense', 'serious', 'dark']",The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.
My Father Is Afraid of Water,Drama,2023-12-06,['Prateek Srivastava'],['Prateek Srivastava'],['Drama'],"['neutral', 'serious', 'emotional']",A son's patience and determination are tested as he navigates the daily challenges of caregiving for his father with Alzheimer's.
Zakir Khan: Mannpasand,Comedy,2023-12-07,['Zakir Khan'],['Nishant Nayak'],['Comedy'],"['neutral', 'lighthearted', 'funny']","In his hilarious new special, Zakir recounts stories of his childhood friendships with boys, adult relationships with girls, and the clashes that ensue between them on one fateful Goa trip. As he explains, there are times when you have to choose between the right thing to do and the fun thing to do. In Mannpasand, Zakir firmly chooses fun."
The Archies,"Comedy, Drama, Music, Romance",2023-12-07,"['Farhan Akhtar', 'Zoya Akhtar', 'Ayesha DeVitre']",['Zoya Akhtar'],"['Comedy', 'Drama', 'Music', 'Romance']","['serious', 'futuristic', 'neutral']","Set in 1960s India, Archie and the gang navigate romance, friendship and the future of Riverdale as developers threaten to destroy a beloved park."
Anant - A Journey Towards The End,Drama,2023-12-08,['Shivam Gupta'],"['Shivam Gupta', 'Deepak Adhyay', 'Aakriti Bansal']",['Drama'],"['thought-provoking', 'serious', 'neutral']","Young Shyam failed in life,career and family tries to suicide multiple times but life is holding him back."
Mast Mein Rehne Ka,"Comedy, Drama",2023-12-08,"['Vijay Maurya', 'Payal Arora']",['Vijay Maurya'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']","A man chooses an old widower's home for his first robbery, kicking off a set of events that have them both look at life in a new way and with new companions in the starkness of the city of Mumbai."
"A Tiger Tale, Therefore","Drama, Short",2023-12-13,['Abhradeep Ganguli'],['Abhradeep Ganguli'],"['Drama', 'Short']","['neutral', 'serious', 'emotional']",Two migrant workers from different parts of India and of different languages find themselves working in an obscure job where they have to perform as tigers.
Award,"Drama, Thriller",2023-12-14,['Srinivas Balla'],['Srinivas Balla'],"['Drama', 'Thriller']","['serious', 'tense', 'suspenseful']",Plot details under wraps.
Kaisi Ye Dor,"Drama, Family",2023-12-15,['Ratna Neelam Pandey'],"['Sandeeip S Choudhary', 'Ratna Neelam Pandey']","['Drama', 'Family']","['neutral', 'serious', 'emotional']","Set in the backdrop of the spiritual capital of India, Banaras, the essence of relationships which seems to be missing in the present day is brought forth."
Orange Lilly,Drama,2023-12-16,"['Shubham Sudrik', 'Ssamir Vanjarri']",['Ssamir Vanjarri'],['Drama'],"['neutral', 'serious', 'emotional']","Pratik intends to spend some romantic time with his mistress, Lily, at his farmhouse. However, the situation takes a worrisome turn when Lily goes missing unexpectedly. What twists and turns await him in this unforeseen situation ?"
Kya Masti Kya Dhoom,Comedy,2023-12-17,['M. Salim'],"['Chandrakant Singh', 'Ali Shah']",['Comedy'],"['neutral', 'lighthearted', 'funny']",Plot details unknown.
Kazi,Thriller,2023-12-18,['Sheba Ghosh'],['Sheba Ghosh'],['Thriller'],"['tense', 'suspenseful', 'neutral']",A mind reader scrambles to protect his dreams and secrets from a dream watcher hell-bent on destroying him and his family.
Mankhurd,Drama,2023-12-19,['Praveen Giri'],['Praveen Giri'],['Drama'],"['neutral', 'serious', 'emotional']","Amidst the tension-filled streets of Mankhurd, two ordinary minority residents are taken as pawns for an extraordinary political game."
Journey,Drama,2023-12-19,['Parakram Singh'],['Kapil Joshi'],['Drama'],"['adventurous', 'serious', 'neutral']","Determined to carve out a better future for herself, teenage Gouri leaves behind a life of prostitution that was forced upon her at a young age and takes a job as a caregiver for a mistrusting elderly widow. But just as she starts to find her footing in this new life, Gouri’s past rears its ugly head again. Skillful direction and understated performances shine in this nuanced exploration of the challenges and triumphs of starting over."
Journey,Drama,2023-12-19,['Parakram Singh'],['Kapil Joshi'],['Drama'],"['adventurous', 'serious', 'neutral']",An ode to love which depicts in its poetic narrative the journey of two souls who want to live happily ever after and want to blend in with the crowd.
Abhishek Upmanyu: Employee No. 1,Comedy,2023-12-21,['Abhishek Upmanyu'],['Stuart Laws'],['Comedy'],"['neutral', 'lighthearted', 'funny']",Another masterpiece from the renowned Comedian Abhishek Upmanyu. This is the part 2 of Jealous of Sabziwala special. Storytelling is the focus here.
Dunki,"Adventure, Comedy, Drama",2023-12-21,"['Abhijat Joshi', 'Rajkumar Hirani', 'Kanika Dhillon']",['Rajkumar Hirani'],"['Adventure', 'Comedy', 'Drama']","['adventurous', 'serious', 'neutral']","Four friends from a sleepy little village in Punjab share a common dream: to go to England. Their problem is that they have neither the visa nor the ticket. A soldier alights from a train one day, and their lives change. He gives them a soldier's promise: He will take them to the land of their dreams. What follows is a hilarious and heartwarming tale of a perilous journey through the desert and the sea, but most crucially through the hinterlands of their mind."
Hey Kameeni,Drama,2023-12-22,"['Anjali Joshi', 'Mani Shankar']",['Mani Shankar'],['Drama'],"['neutral', 'serious', 'emotional']","Gauri Singh's life takes a dramatic turn after she meets Kamini, who baffles her with unconventional actions. How will Gauri react when she witnesses Kamini's least-known side?"
Dry Day,"Comedy, Drama",2023-12-22,['Saurabh Shukla'],['Saurabh Shukla'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']","When his wife makes a vow to abort their baby due to his alcoholism, Gannu, the biggest loafer of Jagodhar sets out on a protest to ban alcohol in his town all the while grappling with his own drinking habits!"
Karma Strikes,"Drama, Romance, Thriller",2023-12-22,['Kartik Swaminathan Venkatraman'],['Kartik Swaminathan Venkatraman'],"['Drama', 'Romance', 'Thriller']","['thought-provoking', 'serious', 'tense']","Every Love story faces its Karma and so did theirs. Anil and Divya fell in love but their love's foundation was laid on the betrayal that ended up destroying the entire family of Anil; especially that of his loving daughter Sonam. Can Anil save his daughter from the wrath of his Karma?- watch the movie to find more. A family drama, a romantic love story, an intense thriller; Karma Strikes promises to be a roller coaster ride with 5 beautiful songs and a tight narrative on a running length of 132 mins."
India Fashion Factory,Comedy,2023-12-25,"['Rajesh Bajaj', 'Saarthak Juneja']",['Rajesh Bajaj'],['Comedy'],"['neutral', 'lighthearted', 'funny']",A look into India's fashion industry.
Kho Gaye Hum Kahan,"Drama, Comedy",2023-12-26,"['Zoya Akhtar', 'Arjun Varain Singh', 'Reema Kagti']",['Arjun Varain Singh'],"['Drama', 'Comedy']","['serious', 'neutral', 'lighthearted']","Three best friends juggle life as 20-somethings in Mumbai, where romance, ambition and heartbreak collide with the addictive draw of social media."
Once Upon Two Times,"Drama, Romance",2023-12-29,['Sonakshi Mittal'],['Sonakshi Mittal'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']","On a family trip gone wrong, betrothed sweethearts Ahaan and Ruhi find out that their parents were once embittered lovers and attempt to mend their past, only to confront the problems of their own present."
Safed,Drama,2023-12-29,"['Sandeep Singh', 'Rishi Virmani']",['Sandeep Singh'],['Drama'],"['neutral', 'serious', 'emotional']","The film follows the stories of Chaandi, a transgender, and Kaali, a widow, who decide to defy social rules to become lovers. Will they find peace and respect in a world that ignores their identities?"
ICU,"Family, Drama",2024-01-01,['Mukesh Manjunath'],['Nikhil Chalam'],"['Family', 'Drama']","['neutral', 'serious', 'emotional']","After spending several years trying to distance herself from her childhood and her father, Kia is forced to return. Her father is in critical condition and could pass away at any second; her sister and her mother insist that her last words to him should be a fond goodbye. Kia has to decide what her last few words to her father will be."
Kitty Kelly's Diwali,"Short, Thriller",2024-01-01,"['Aiman Mukhtiar', 'Batul Mukhtiar', 'Vivek Shah']",['Vivek Shah'],"['Short', 'Thriller']","['tense', 'suspenseful', 'neutral']","Good Indian Girl Kitty decides to kill grumpy old landlady Kanji to save her love Kelly from deportation. White American Kelly, the Bollywood backup dancer, has a murky past. But even for her committing two murders in one night, is a new low."
Ram Janmabhoomi Return Of A Splendid Sun,Documentary,2024-01-01,"['Anirban Bhattacharya', 'Pranav P Chaturvedi']","['Pranav P Chaturvedi', 'Nitish Sharma']",['Documentary'],['neutral'],"January 22, 2024, will always be marked as a monumental day in the history of India. After years, Ram Mandir was finally built in the lands of Ayodhya. Soon after the inauguration, JioCinema announced that it will premiere the documentary 'Ram Janmabhoomi Temple: The Return of a Splendid Sun' on January 25"
Unknown PART - 1,"Thriller, Mystery",2024-01-01,['Baidurya Barik'],['Gyan Ranjan Kar'],"['Thriller', 'Mystery']","['suspenseful', 'neutral', 'tense']",A 25 year man is suffering from lucid dream.
Jinn Chapter 1,Horror,2024-01-05,"['Hamid Baig', 'Fahad Khan']",['Hamid Baig'],['Horror'],"['dark', 'neutral', 'intense']","Farhan confronts a terrifying battle against a malevolent Jinn and his own schizophrenia in a desperate bid to save his wife, Nida."
Tauba Tera Jalwa,"Romance, Thriller",2024-01-05,['Akashaditya Lama'],['Akashaditya Lama'],"['Romance', 'Thriller']","['tense', 'suspenseful', 'dark']",Self-obsessed real estate tycoon Romi Tyagi fears no one except God. The very beautiful Rinku believes in fairy tales and awaits her Prince Charming. Their lives become intertwined as Laila comes between them.
Fire of Love: RED,"Thriller, Mystery",2024-01-05,['Ashok Tyagi'],['Ashok Tyagi'],"['Thriller', 'Mystery']","['suspenseful', 'neutral', 'tense']",A famous novelist Rajveer who gets lost between fiction and reality.
Merry Christmas,"Thriller, Drama",2024-01-12,"['Frédéric Dard', 'Sriram Raghavan', 'Arijit Biswas']",['Sriram Raghavan'],"['Thriller', 'Drama']","['serious', 'tense', 'suspenseful']",A Christmas Eve encounter between two enigmatic strangers sparks a poignant connection - but a dark turn of events threatens to expose their murky past.
Diamond Singh Aam Aadmi,"Drama, Family",2024-01-14,['Hari Vishnu'],"['Harshwardhan Sanwal', 'Sahith Sarkar', 'Jitendra SB']","['Drama', 'Family']","['serious', 'neutral', 'uplifting']",The conspiracy theory purports that Muslim men target Hindu women for conversion to Islam in which antisocial Arabic connection and terror funding is involved to promote love jihad in india.
Dashmi,"Drama, Thriller",2024-01-16,['Shantanu Anant Tambe'],['Shantanu Anant Tambe'],"['Drama', 'Thriller']","['serious', 'tense', 'suspenseful']",Dashmi sheds light on the sensitive issue of multiple rapes plaguing our society.
Six Nine Five,"Adventure, History, Drama",2024-01-18,"['Aadesh K. Arjun', 'Yogesh Bhardwaj', 'Shyam Chawla']","['Rajneesh Berry', 'Yogesh Bhardwaj']","['Adventure', 'History', 'Drama']","['neutral', 'serious', 'emotional']",Based on Ram janambhumi Struggle. Historical drama concerning the birth of Rama.
Main Atal Hoon,Drama,2024-01-19,"['Ravi Jadhav', 'Utkarsh Naithani', 'Rishi Virmani']","['Ravi Jadhav', 'Javed Karim']",['Drama'],"['neutral', 'serious', 'emotional']",Statesman and poet Shri Atal Bihari Vajpayee's eloquence and vision shaped India's destiny. A look at his remarkable life as he led his country through a challenging period of change and development as the 10th Prime Minister of India.
2bhk,"Drama, Comedy",2024-01-20,['Arsh Jain'],['Arsh Jain'],"['Drama', 'Comedy']","['serious', 'neutral', 'lighthearted']",2 flatmates unfold the layers of their relationship on a random Sunday afternoon after they encounter a power cut.
Nocturnes,Documentary,2024-07-25,"['Anirban Dutta', 'Anupama Srinivasan']","['Anirban Dutta', 'Anupama Srinivasan']",['Documentary'],['neutral'],"In the dense forests of the Eastern Himalayas, moths are whispering something to us. In the dark of night, two curious observers shine a light on this secret universe."
Fighter,"Action, Drama",2024-01-24,"['Siddharth Anand', 'Ramon Chibb', 'Abbas Dalal']",['Siddharth Anand'],"['Action', 'Drama']","['serious', 'tense', 'dark']","As India faces a militant attack in Kashmir, the country’s best combat aviators join forces under a reckless yet brilliant squadron leader to form 'Air Dragons', faces mortal dangers and their inner demons."
Anubhuti,"Music, Drama",2024-01-25,['Anirban Dutta'],['Anirban Dutta'],"['Music', 'Drama']","['serious', 'neutral', 'uplifting']","The mythical cowherdess Radha and poet-saint Meera vie for the attention of their blue-skinned paramour-god Krishna. Singled out by the poet Jayadeva as Lord Krishna’s favourite inamorata in his twelfth century epic love poem Gita Govinda, Radha is often characterised by feelings of jealousy and heartbreak at Krishna’s eternal fickleness. Meera, on the other hand, was a sixteenth century poet-saint whose relationship to Krishna was one of constant devotion and unfulfilled yearning, sentiments immortalised in her poems that continue to be sung today as musical compositions."
Pinky and Papa,Drama,2024-02-02,['Shivangi Singh'],['Shivang Khanna'],['Drama'],"['neutral', 'serious', 'emotional']","A conversation between a father and daughter who have no one but them for each other, they now have to handle a situation where Pinky have done something which is very hard for Rajendra to even believe. Rajendra unfolds himself in many shades, Pinky on the other hand is going through a constant fear where she needs his support the most. She tries to convince Rajendra and as story goes further, we see the changes happening in Rajendra."
Bhakshak,"Drama, Crime",2024-02-08,"['Jyotsana Nath', 'Pulkit']",['Pulkit'],"['Drama', 'Crime']","['neutral', 'serious', 'emotional']",A struggling local journalist begins a dogged investigation into harrowing cases of abuse being covered up at a shelter for young girls.
Mirg,"Crime, Action, Comedy",2024-02-09,['Tarun Sharma'],['Tarun Sharma'],"['Crime', 'Action', 'Comedy']","['adventurous', 'uplifting', 'tense']","The journey of Anil, an obedient boy, is changed after an event and bond with a colleague alters his worldview."
Lantrani,"Comedy, Drama",2024-02-09,['Durgesh Singh'],"['Kaushik Ganguly', 'Bhaskar Hazarika', 'Gurvinder Singh']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']",The anthology film showcases three independent stories that capture the experience of small Indian towns and villages where people take incredible measures to survive.
Teri Baaton Mein Aisa Uljha Jiya,"Romance, Comedy, Science Fiction, Drama",2024-02-09,"['Amit Joshi', 'Aradhana Sah']","['Amit Joshi', 'Aradhana Sah']","['Romance', 'Comedy', 'Science Fiction', 'Drama']","['thought-provoking', 'serious', 'neutral']",A robotics engineer searching for his perfect partner finds himself falling in love with a human-like android.
Kadhale Kadhale,"Drama, Romance",2024-02-14,['Premnath'],['Premnath'],"['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']",How love and relationships evolve over the years.
Imamdasta,Drama,2024-02-16,['Rizwan Siddiqui'],['Rizwan Siddiqui'],['Drama'],"['serious', 'neutral', 'funny']","This film is about two unemployed roommates, Manoj and Firoz. Two unknown people, Mehmood and Jaanisaar visit Manoj and Firoz. The twist is, they have no intentions to go back anytime soon. What follows is a series of madness, confusion, cat and mouse chase, all in all, a potpourri of Hungama, a comedy of errors."
Scammy Boys,"Thriller, Action",2024-02-16,"['Ujjwal Jain', 'Pankaj Kanta', 'Rahhat Shah Kazmi']",['Shoib Nikash Shah'],"['Thriller', 'Action']","['tense', 'suspenseful', 'neutral']","Scammy Boys,  With big dreams of money & fame, Pankaj & Piyush (Scammy) try to scam people to get a sum amount & live there life lavishly, while executing a scam they encounter a greedy policeman, Joshi who ruins their life by getting them involved in a drug cartel where their lives are completely changed & hassled. They try to make several plans to escape & lead a normal life, but the circumstances land them in a very different situation."
Aakhir Palaayan Kab Tak..?,"Crime, Drama, Thriller",2024-02-16,['Mukul Vikram'],['Mukul Vikram'],"['Crime', 'Drama', 'Thriller']","['serious', 'tense', 'suspenseful']","A cop faces personal struggles in a deceptive town where dark forces exploit community sentiments. The movie explores themes of greed, community manipulation, and personal redemption."
